,product_id,user_name,rate_stars,review_title,review_date,comment_content,sentiment,label1
15,B00JN9EP6E,Sharon,5.0,My dog's MOST favorite chew treat!,2018-01-03,"My dog's MOST favorite chew treat. He is a 10 lb Jack Russell mix with Chihuhua. He is a very picky eater and I cook his food, all special made for him. He loves the taste of these and although it doesn't last but 10-15 min, he feels very rewarded with this very special "" treat toy"". We call them twisty toys, and he knows the word very well. I throw it up in air, and he catches it. Then he precedes with a throwing and catching game by himself, throwing in air and catching it, then chewing it. Great price too!",positive,Sentiment: Positive
16,B00JN9EP6E,**SPOILER ALERT**,5.0,One of my dog's favorites,2020-12-09,"My dog loves these. This and the milk & cheese flavor are her favorites... the banana & yogurt, not so much. I have a min pin and even though I get the small I try not to give her an entire one. Usually, when I first open the bag, they are soft enough to cut through a little and break in half.",negative,Positive
17,B00JN9EP6E,Kathryne A.,5.0,My dog cannot get enough!,2016-06-11,"My dog ( american cocker spaniel) loves these things! Brushing his teeth can get tiresome, so these treats truly helps. I always oberseved him when I give him this treat because I am concerned about him choking on it. He usually takes the treat, runs, and eats it at his little hiding place. He places it between his paws, and just chews at it. I never heard him choke or cough it up, so I can say it looks pretty safe for him to eat and enjoy!He usually eats one stick under 2 minutes, and then goes looking for some more!",positive,Positive
18,B00JN9EP6E,Tana,5.0,Happy Izzy-happy dog,2019-11-27,Well its my dog eating this not me so I d not know on flavor and things but I watch as she smell items I give her this is one that gets an okay and off she goes treat in her mouth.  IZZY  is one of the pickiest dogs  I've ever known so the best review I can give you is Izzy's Happy,positive,Positive
19,B00JN9EP6E,Butterfly,5.0,Last treat of the day!,2021-08-09,Fresh breath and brushing teeth all in one as a last treat of the night.  Our furbaby sleeps in our bed and we love her minty doggo breath ! Thank you,positive,Positive
20,B00JN9EP6E,MAMAZON,5.0,Dog loves 'em!,2021-05-12,"We get these for our 3 yr old lab. She loves them. We limit her to 1. She doesn't have bad teeth, but sometimes gets stinky breath. She likes the mint.  Lab tested, lab approved!",negative,Positive
21,B00JN9EP6E,Lisa D.,5.0,low odor dental treats,2020-05-30,"my labradane loves these treats.  My kids will make a fuss when asked to give dental treats to the pupper if it isn't a twistix brand. these have a very subtle smell to them, which is nothing, compared to the odor emitted by some of the other dental treats. I'm in search of an economy pack now.",negative,Positive
22,B00JN9EP6E,Hayley Barnett,5.0,Great for a quick treat,2021-03-27,"My dog loved these but they last about two seconds! I have a smarty pants dog so he needs things to keep him occupied. These definitely don’t last long, but he loved the taste. Don’t leave residue either.",positive,Sentiment: Positive
23,B00JN9EP6E,Summer,5.0,2 corgis,2020-11-18,"I don't buy these very often, usually for holidays or what not.  For two dogs this pack doesn't go far, but man do they love them. Neither one had issues either ingestion or being interested in them.",positive,Positive
24,B00JN9EP6E,Hannah L. Butcher,4.0,Nice for a bit of change,2017-02-24,"My fur baby doesn't mind these, but prefers the greenies that she is used to. I think they are ok to give her a bit of variety from time to time, and fairly inexpensive. Can't really say how well they clean teeth compared. because she has always used greenies & her vet says her teeth look good.",positive,Neutral
25,B00JN9EP6E,Penny Olivia,5.0,"My dog goes crazy for her twistix, she gets ...",2016-09-15,"My dog goes crazy for her twistix, she gets one every night before bedtime and as soon as it's dark she is jumping up and down next to the closet where we keep them waiting for it! I was a little scared of them at the beginning because they are hard, but her teeth are strong so she can handle them and totally enjoys them. I can't get them anywhere where I live so I truly hope Amazon never runs out or stops selling them.",negative,Positive
26,B00JN9EP6E,M. Downey,5.0,My Dog Loves These and I Like The Scent Too,2017-05-24,"Even though my dog weighs 50 pounds and is a big chewer, I chose to get the smaller Twistix.  She gets one every night at bed time.  I hold onto it while she gnaws off the first 3 bites of it, then I give the last piece from my hand.  She loves them and I like that she's going to sleep for the night with cleaner teeth after eating the chew.",positive,Positive
27,B00JN9EP6E,BEB,5.0,Always a winner with my dog!,2021-06-25,My dog consistently gets one per day and continues to like them after many years and that says a lot since she gets bored easily!,positive,Positive
28,B00JN9EP6E,Amazon Customer,5.0,Great cure for doggy breath,2022-01-26,"Our dog loves these as a treat, and they improve her breath.",neutral,Positive
29,B00JN9EP6E,George A. Goldtrap III,5.0,Great treat!,2021-02-03,"I've tried many treats and either the dogs didn't like them or they seemed to irritate the skin.Super happy with Twistix... Oh, and the dogs love them, too!Thank you for using UPS!!",positive,Positive
30,B00JN9EP6E,Linda Fullerton,5.0,Our dog loves Twistix Dental Treats,2022-01-07,Our 81/2 year old Black Lab just loves the Twistix Dental Treats!,negative,Positive
31,B00JN9EP6E,RNT717,5.0,Love love love!,2017-12-06,"My pups love these! We have tried different dental treats before but these are the ones they get excited about. They see the bag and get so excited and sit right away. Plus these smell so good, I wanna eat them too! One of them has really bad breath but it has been improving as well. They get excited when they see an amazon box, thinking it’s their Twistix!",positive,Positive
32,B00JN9EP6E,Erin Bahrt,5.0,"My dog is obsessed with these, she gets one ...",2018-07-08,"My dog is obsessed with these, she gets one every night before bed after her last walk.  She comes in and lays down (these treats are how I trained her to respond to the command ""down"") and waits for me to put the leash and my keys away before she gets her treat, and I don't have to say a word anymore!",negative,Positive
33,B00JN9EP6E,Caitlin D,5.0,Loved by my picky dog!,2021-01-24,These smell so good and my picky picky dog loved them. I’ve been trying to find a dental chew that she would eat and I finally found something she is obsessed with!!,positive,Positive
34,B00JN9EP6E,msbird,4.0,My pup likes them.,2019-12-29,My pup likes them ans they smell good. Don't know if they are helping or not. Maybe it just takes a while.,positive,Neutral
35,B00JN9EP6E,A. Near,4.0,Good dental treat,2017-02-03,"Good dog treat, and I have medium and small dogs - but they do seem to chew through them fairly quickly, so I always keep an eye on them while they're eating these. It does say to do so on the package, don't want to have any choking or digestive issues.",positive,Neutral
36,B00JN9EP6E,Book Lover 222,3.0,Not for Little Dogs,2020-08-19,"They were recommended by my vet. They smelled nice and minty. They seemed really nice, but my little dog choked on a piece that broke off and lodged in her throat and I had to go in and get it. Now I’m afraid to give them to her. Maybe bigger dogs wouldn’t have a problem.",positive,"Overall sentiment: Negative

Explanation: The review mentions"
37,B00JN9EP6E,JIR,5.0,Easy on my dog's digestion,2017-07-29,"I have small older dogs and they love these.  They are easy for them to chew up and they do not upset their stomachs.  The chews help to keep their teeth clean and their breath smells better.  These shorter size chews are nice for a more frequent snack, but they also come in a longer size which I like as well.",positive,Positive
38,B00JN9EP6E,Everything_BayGull,4.0,Reasonable treat for pups,2020-01-29,My dogs like these but not a huge fan of the smell.  Not bad for the price.,positive,Neutral
39,B00JN9EP6E,Kim,4.0,recommend,2017-05-07,my dog loves it...temporarily freshens breath for an hr or two. nice treat once in a while. its pretty hard to the touch so it keeps my 11lb maltese mix occupied for a bit. normally his treats n food disappears in seconds lol.,positive,Positive
40,B00JN9EP6E,John Manogian,5.0,Great for dogs teeth and gums.,2022-01-22,Great for dogs teeth and gums.,positive,Positive
41,B00JN9EP6E,Michelle,3.0,Case by case basis...,2018-04-23,"I bought these because my brothers dog loves them! However, my small/medium dog would not eat them, he just tried to hide them. And the worst part is my large retriever mix got sick from them... he ate one and was in the backyard for hours after. Sad they didn’t like them but I’ll be giving them to my brothers dog now. Make sure you watch your dog when trying these treats",negative,Negative
42,B00JN9EP6E,Lonette,5.0,My Husky loves these!,2020-08-27,These are my Husky's favorite snack! He goes crazy when I open the bag until I give it to him. Can't say they freshen his breath but they help keep his teeth clean.,positive,Positive
43,B00JN9EP6E,Tammy Payne,5.0,Granddog Loved them !,2019-07-20,This is my 2nd time purchasing this item in less than a month for my 7-year-old German Shepard Granddog. She loves them so I got some more for her birthday coming up,positive,Positive
44,B00JN9EP6E,Teena,4.0,Both of us are happy!,2017-10-08,"My dog wants chocolate when I eat it and it makes me feel guilty that he does this.  Now the gets his chocolate ""carob"" treat when I get mine.  Both of us are happy!",positive,Positive
45,B00JN9EP6E,bc,5.0,SR. YORKIE LOOOVES THESE!!!,2017-09-09,"My pup LOOOOOVES these!!! I cut them in half because he has a sensitive stomach and sometimes he'll throw up with them, but with half he's good. He craves one every day and helps minimize his stinky breath for a little while. (We do have a dentist appointment set up to fix the reason, but these are still worth continuing!)",positive,Positive
46,B00JN9EP6E,Nancy Carrier,5.0,"Helped with breath, small for larger breeed",2020-09-26,If they were longer they would be perfect. My dog misses his old treats that were pb & mint. These appear to taste good AND his breath improved right away.,positive,Positive
47,B00JN9EP6E,Sandra,5.0,Dog loves them!,2021-09-06,Great value - convenient way to purchase - our dog loves them!,positive,Positive
48,B00JN9EP6E,shellster04,5.0,Picky eater loved them,2019-05-17,"Got a little picky eater. She will not touch Greenies, Fresh Breath, or similar dog breath treats. Took her a few days to figure out she could eat these, but once she did, she loved them. They help her bad breath a lot.",negative,Positive
49,B00JN9EP6E,Lisa Herring,5.0,My dog loves them,2020-02-07,My dog love them so much. He hate ear wash but will now let me use the ear wash and anything else I need to do when he is going to get one for a treat.,negative,Sentiment: Positive
50,B00JN9EP6E,Shopper,5.0,A holistic vet once recommended these for my dog,2020-01-15,A holistic vet once recommended these for my dog as they have few ingredients and not a lot of additives as in other products. My dog really likes them and they smell good!,positive,Positive
51,B00JN9EP6E,C. Dukes,5.0,Would definitely purchase again,2021-06-10,My dogs love these. They didn’t last long but they really liked them.,positive,Positive
52,B00JN9EP6E,MSG,5.0,Pet dogs sure to want their breathe fresh!,2020-03-07,"My dog loves them!Although one is recommended daily for his weight, I cut it in half to give to him twice a day. They are hard to cut.",negative,Sentiment: Positive
53,B00JN9EP6E,TERESA MOLINO,4.0,Good product for the price,2020-08-08,the dogs really like them.,positive,Positive
54,B00JN9EP6E,EscapeArtist,5.0,My dogs favorite treat!,2016-07-02,My dogs LOVE these and I LOVE their fresh minty breath! I have an adult chihuahua and a pug-zu puppy. The puppy makes a bit of a sticky mess on his face with these but usually can clean himself up. They keep them both occupied for about 20 minutes. Freshen breath better than anything I've ever bought. No complaints ❤,positive,Positive
55,B00JN9EP6E,Andrew,5.0,Dogs seem to like them,2016-07-21,High my name is Sally monster and I'm a miniature pinscher and i love these things. It makes my teeth feel clean and helps me with my breath. Also my sister Bella white furs is a very picky eater and she loves these snacks also. I've noticed whiter/cleaner teeth and better smelling breathe from both of them,positive,Positive
56,B00JN9EP6E,Michelle,3.0,Great but Expensive,2018-05-18,"My dog loves these and I always add on a bag or two when I make a purchase, however, I’ve always paid $4 for a bag and now the price has more than doubled to over $8 for a bag. Why the sudden price increase? For $8 I can only offer 3 stars.",positive,Sentiment: Negative
57,B00JN9EP6E,Venger,5.0,Happy Kids,2020-09-27,Our family loves these. They are excited to receive and they are eaten quick. Very pleasent smell as we.,positive,Positive
58,B00JN9EP6E,HENRY AND COMPANY,5.0,Give Them Something Great,2020-05-05,I bought these for my small dog. She is sensitive to a lot of stuff. She can have these with no problem. Loves the taste too 😃,negative,Positive
59,B00JN9EP6E,Sandra Says,5.0,"Great treats, no mess on carpets or furniture!",2019-07-25,"My dogs love these! They love all flavors but carob and PB is their favorite. One of my dogs is VERY SENSITIVE to treats, but these have never been a problem!!",positive,Positive
60,B00JN9EP6E,tck hughes,5.0,My dog really loves these,2021-05-31,My dog really loves these chew sticks. I love his fresh breath.,positive,Positive
61,B00JN9EP6E,PWolfe,5.0,Good dog treat,2021-08-12,My dogs liked these quite well.,positive,Positive
62,B00JN9EP6E,Kpc,4.0,my dogs love these but they don't stay fresh once package is ...,2016-02-17,my dogs love these but they don't stay fresh once package is opened even with the zip lock closure.  I was able to purchase in the plastic jar which kept them fresh forever but unfortunately those are no longer available.,positive,Negative
63,B00JN9EP6E,Amazon Customer,5.0,Works.,2020-09-22,The dog thinks these are his special treat. For some reason loves these over all his other treats. Nice product.,positive,Sentiment: Positive
64,B00JN9EP6E,Dillygirl,4.0,Good stuff Maynard,2020-02-06,She liked them !That’s a plus,positive,Positive
65,B00JN9EP6E,L. Magnus,5.0,"Apprehensive about the mint flavor at first, but our dog loves them",2016-08-26,"We have an Australian Shepherd who loves these. I wasn't sure what to think of the mint flavor at first, but she loves them. I haven't done enough research into how well they actually work at keeping her teeth healthy, but they definitely work as treats. They also seem to last a bit longer than Greenies.",positive,Positive
66,B00JN9EP6E,Jessica Bodnum,5.0,Dog loves them,2020-12-26,My dog loves these and i love the smell helping her dog breath for a while.,positive,Positive
67,B00JN9EP6E,Kindle Customer,5.0,My two little dogs love 💘 these dental treats,2018-02-06,"My two little dogs love 💘 these dental treats. They get one every morning. I like the fact that they have to chew this, not one bite and gone.They are a must have, but again. Lot of different flavors also.",positive,Positive
68,B00JN9EP6E,L HARRIS,5.0,IF MY DOG LIKES THEM,2021-04-01,MY PET LOVES THEM & NO NASTY MEAT IN THEM!,positive,Positive
69,B00JN9EP6E,Rob P.,3.0,Okay when the original green and white Twistix out of stock,2017-11-19,If the dog refused to take the original green and white,positive,Neutral
70,B00JN9EP6E,Ali B,4.0,Pom loves them,2017-11-03,My Pom likes them. He carries it around for a few days before he eats them. Too bad they are so expensive.,negative,Positive
71,B00JN9EP6E,G. MEHL,5.0,Our dogs love these.,2020-03-17,"Most of the time, our dogs almost swallow things whole but they actually chew these and appear to love the flavor.",positive,Sentiment: Positive
72,B00JN9EP6E,Stacey,4.0,"My dogs like these, but they are gone in less than ...",2017-07-26,"My dogs like these, but they are gone in less than a minute.  The don't last as long as Greenies.",negative,Negative
73,B00JN9EP6E,Amy Wilkerson,5.0,Satisfied Dog,2020-03-24,"My dog has a favorite but these got him through until I could get more in, would definitely order again",positive,Positive
74,B00JN9EP6E,CMM,5.0,"helps with bad breath, enjoyed by pet",2018-03-20,"This is a hit with my hound.  Never a dull moment when I pull these out, and until meal time comes along (or something icky is found in the yard), they do help with bad breath.",negative,Positive
75,B00JN9EP6E,Diadem,3.0,They're ok,2017-06-03,"Only 2/6 dogs will eat these. The chihuahuas don't like em! So that's telling me that most small dogs probably won't care for them. This is the worst percentage I've experienced with a product. If 4/6 dogs would like them, I'd give 5*. So I'm reasonable.",positive,Negative
76,B00JN9EP6E,Gayle P. Weatherford,1.0,Dog HATES these Chew sticks!!,2021-01-02,"I gave these to my chihuahua for Xmas, she is a active, aggressive chewer. This means she enjoys chewing A LOT!!! She will get 3 chew sticks at least out of me a night...LoL I can barely keep up! She HATES these though, she licked it a little, but never decided to chew it up. They are hard as a rock, I don't see an ""expiration date"" on the package.??? The smell good and minty but, she has no interest. Do NOT waste your money on these! I see there is a chemical in them too, this angers me!! I think I should get a refund!! I WANT A REFUND!!!! This store is a rip off!!!!",positive,Sentiment: Negative
77,B00JN9EP6E,Amazon Customer,5.0,Another favorite,2021-07-26,Moxie loves them!,neutral,Positive
78,B00JN9EP6E,Deanna Fisk,5.0,My dogs love them,2021-07-01,My dogs love them,positive,Positive
79,B00JN9EP6E,B. Morin,5.0,"In addition to the general canine delight, these get a special dance",2016-08-28,"No longer made in China. My dog loves these things. She has demanded one a day at five o'clock every day for seven years. She knows where I keep them.  The breath factor is much improved. In addition to the general canine delight, these get a special dance.",positive,Positive
80,B00JN9EP6E,Casey,5.0,Would recommend,2018-04-10,My dog loves them but I can't vouch for whether actually help her dental health. I am willing to continue giving them to her because they are probably helping with plaque build up.,positive,Positive
81,B00JN9EP6E,J-d-s,4.0,Dog likes them,2019-06-02,My dog likes them.,neutral,Positive
82,B00JN9EP6E,Lori M,5.0,Your dog will LOVE this!,2017-05-23,"When you receive this item & open it up.. prepare for your dogs to go crazy with excitement! They smell the flavors and it draws them to it!  GREAT product, and just the perfect size for my small dogs!",positive,Positive
83,B00JN9EP6E,C. Steindam,5.0,My dog's favorite treat,2021-06-25,She loves them.,neutral,Positive
84,B00JN9EP6E,Kindle Customer,4.0,Taste is in the mouth of the beholder!,2017-06-10,My dog would not chew on these so I gave them to my sister and her two dogs loved them.,positive,Sentiment: Neutral
85,B00JN9EP6E,Wendy,5.0,Dogs eat them up,2020-02-15,My dogs love these. They’re a good size treat for our medium to large size dogs.,positive,Positive
86,B00JN9EP6E,Writerslife,5.0,"Yummy, Inexpensivec Dog Treats!!",2020-07-11,"My dogs went crazy for these chews.  Smell great, non-staining too!!!!",positive,Positive
87,B00JN9EP6E,John,5.0,Works well,2019-10-22,These do help to keep our dog’s teeth clean.She really looks forward to getting one each day.,positive,Positive
88,B00JN9EP6E,RubySlippers,2.0,Hexaphosphate?,2017-07-21,"Though my dogs seemed to like these the fact they contain hexaphosphate, a substance the medical community cannot agree on regarding exact purpose and safety to consume, I will not purchase again. My thought is with all the time and energy producers extend to create a product they  would have the sense to exclude a controversial ingredient.  Dog treats cost and pet parents have a right to recognize every ingredient and not have to consider the safety of a product they purchase out of love.",positive,Negative
89,B00JN9EP6E,Dee,5.0,These are PAWSitively perfect for your fur baby!,2020-07-14,My mastiff puppy loved these! I loved the price and quality!,positive,Positive
90,B00JN9EP6E,AJ,4.0,Good Dog Breath,2016-10-06,My dog's breath smells good and he loves these chews. They are a bit pricey but Amazon has some of the best prices around.,positive,Positive
91,B00JN9EP6E,Jennifer,4.0,Four Stars,2018-02-09,"My dogs really like these, will be buying more of them soon.",positive,Positive
92,B00JN9EP6E,Elaine Bone,5.0,Dog treat,2020-12-01,Our puppy loves these for his treat,neutral,Positive
93,B00JN9EP6E,J & D,5.0,Good product!,2017-04-29,Our furbaby is pretty particular about her treats and this is one that she's always ready for. The fact that it helps her teeth and breath make it ideal for her and us.,positive,Positive
94,B00JN9EP6E,Jack Eagle,5.0,NO MORE DEATH BREATH,2016-03-10,I have the pickiest pom ever and she loves this! I have been looking for a treat that would freshen her breath and promote her chewing. She doesnt chew on things.Not only did she chew this..she loved it and I loved her breath! Recommend it!,positive,Sentiment: Positive
95,B00JN9EP6E,Poki Pavin,5.0,Health treat,2019-12-29,I like price and zeke likes them.  Win win,positive,Positive
96,B00JN9EP6E,WWZeddy,5.0,Delicious for the puppy and rewarding for me,2018-02-14,"My puppy had a serious case of funky breath, but these really helped make the puppy kisses a little more bearable. Plus, she loves them so it's a win-win.",positive,Positive
97,B00JN9EP6E,Ladydi,5.0,Good smell.,2019-08-03,Dogs love then.  They're pretty big so I cut them in half.,positive,Positive
98,B00JN9EP6E,Debbie,5.0,Minty fresh snack,2019-12-10,"I have 2 labs they love these snacks, help keep their breath minty.",positive,Positive
99,B00JN9EP6E,Kristine,2.0,"Dog seemed to love it, but I figured the large was just ...",2017-04-21,"Dog seemed to love it, but I figured the large was just to big to have all at once, and I cut it in half which was still a good size. She chewed it for maybe 2 minutes and it was gone I was watching the whole time and it wasn't by any means softened or bit off in small pieces, the whole half was swallowed whole.  I'm even afraid of giving her the whole one now, that too might be swallowed.",positive,Negative.
100,B0CDRFBRNY,Sarah,5.0,So worth it,2024-01-12,"My dog is a nervous wreck. She gets herself so worked up that she's just beside herself. These have been great for her as a distraction when she's getting to that point. It's not just the ingredients that make this calming. Gnawing on one of these lets her get some of her nervous energy out in a safe way, and I think it's been very effective. She struggles with separation anxiety and falls apart when I leave, but if I give her one of these first and then sneak out the door she does a lot better. I'd definitely recommend these for any anxious dogs out there!",positive,Sentiment: Positive
101,B0CDRFBRNY,Tara Lang,4.0,Good treats,2023-12-01,"My dogs loved these just as much as the popular brand of dog dental treats. They are much more firm by my feel, but they chewed them up fine. I have an Australian shepherd and a beagle. I was worried about the beagle swallowing it whole, but she chewed it well.I did not notice a difference in their energy levels- my Aussie is very energetic and my 13 year old Beagle has high anxiety. Maybe with more use I would notice a change.I'm not a fan of the smell, but it's not terrible. Just weird. Like perfumed beef jerky.",positive,Positive
102,B0CDRFBRNY,Wesley,5.0,Healthy and my dogs love them,2023-12-29,"These are great chews. The ingredients are natural and healthy, and my dogs really love them.Potatoes are the first ingredient, and there are a number of calming ingredients like chamomile, hops, passion flower, lemon balm, and lavender.They really do seem to calm my dogs down after around 20 minutes of chewing.  But I wish they told you the amount of active ingredients; you have no way of knowing the dosage of herbs in a product like this without that information.Still, the quality is very good and my dogs like them so I'm satisfied.Overall - good quality calming chews for dogs, but probably not the most effective calming treats out there.",positive,Sentiment: Positive
103,B0CDRFBRNY,Kimberly Trujillo,5.0,Travel aid,2023-11-30,"We take our animals on vacation with us and we do all we can to make sure that they are safe and comfortable when we rent a house we will turn a room into an animal calm safe space to put them when we need to go out we know they are in a new environment and weirded out to be left alone so we want to make them as comfortable as possible. We bring their blankets white noise machines, all of their toys and their special treats that they only get on special occasions or traveling when we laughed and gave one of these to the dogs we let her start eating it before we left the house completely and she still had her eyes on us she looked like she was just really into the flavor. We laughed and went outside to peek through the window, just to see how it was since we finally left, she just seemed to calmly enjoy her treat , when we got home, she and the cat were both napping together it didn’t look like the cat had jumped around and disturbed too much or that the dog had really done anything either. It was very nice to come in to that pleasant relaxing site of them instead of seeing signs of distress and them scratching and whining at the door as soon as they heard us coming in",positive,Sentiment: Positive
104,B0CDRFBRNY,Amazon Customer,3.0,Not very calming,2023-12-26,"I didn't notice a difference in behavior. As a dental chew, it only lasted maybe 30 seconds, but I have a very aggressive chewer. Overall, these didn't work as expected, but my dog still enjoyed them.",positive,Sentiment: Neutral
105,B0CDRFBRNY,D.p.B.,5.0,Chewies that my dogs enjoy,2023-11-09,"My dogs really like these dark colored chew sticks and will keep them busy for about 5 minutes.  These are supposedly chicken flavor and upon opening the bag, you get the scent of chicken bouillon and original Pringles potato chips.  I would surmise that they are definitely flavored like chicken and that my dogs seem to really like them.  The dark color of the sick does not seem to stain light carpet, but if you have a dog that likes to lick and moisten the treat before eating it then that may be a different story, however neither their teeth nor tongue were stained after eating these treats.  I can't say how well they clean teeth or freshen breath, but since the sticks are pleasantly scented, they don't seem to contribute to foul smelling breath.  These sticks are about the right size for small and medium sized dogs, however any size dog would probably like these treats.  If you are looking for a chew treat for your dog that actually has chicken scent, these are it.",negative,Sentiment: Positive
